season,next_season,rider_name,rider_slug,team_name,team_slug,team_base_slug,team_class,archetype,uci_points,pcs_points,racedays,wins_panel,points_per_raceday,team_rank_within_roster,team_points_share,current_scored_150_flag,current_scored_250_flag,team_proteam_rank,team_points_total,team_top1_share,team_top3_share,team_top5_share,team_n_riders_100_plus,team_n_riders_150_plus,team_n_riders_250_plus,team_n_riders_400_plus,result_summary_available,total_uci_points_detailed,total_pcs_points_detailed,uci_point_diff_vs_panel,points_match_within_1,gap_classification,n_starts,n_started,n_finished,n_dnf,n_dns,n_wins,n_podiums,n_top10s,n_scoring_results,finish_rate,scoring_rate,uci_points_from_stages,uci_points_from_gc,uci_points_from_one_day,uci_points_from_secondary_classifications,stage_points_share,gc_points_share,one_day_points_share,secondary_points_share,transfer_context_available,age_on_jan_1,specialty_primary,transfer_step_label,had_prior_year_trainee_with_team_to,prior_year_uci_points,prior_year_n_starts,prior_year_scored_150_flag,next_team_name,next_team_slug,next_team_base_slug,next_team_class,next_uci_points,next_racedays,next_points_per_raceday,next_team_rank_within_roster,next_team_points_share,has_observed_next_season,same_team_base_next_season,rider_reaches_150_next_season,rider_reaches_250_next_season,next_points_delta,next_racedays_delta,rider_history_source,team_context_source,result_summary_source,transfer_context_source
2021,2022,DILLIER Silvan,silvan-dillier,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,184.0,103.0,59.0,,3.118644,11,0.019793,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,184.0,103.0,0.0,True,resolved_world_continental_olympic,58,58,56,2,0,1,1,3,9,0.9655172413793104,0.15517241379310345,0.0,41.0,143.0,0.0,0.0,0.22282608695652173,0.7771739130434783,0.0,True,30.41,oneday,step_down,False,124.0,34.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,64.0,55.0,1.163636,20.0,0.006425,True,False,0,0,-120.0,-4.0,imported_history,imported_history,imported_history,imported_history
2021,2022,VINE Jay,jay-vine,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,180.0,192.0,39.0,,4.615385,12,0.019363,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,180.0,192.0,0.0,True,match_within_1,39,38,36,2,1,0,3,6,3,0.9473684210526315,0.07692307692307693,30.0,150.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,True,25.13,tt,step_up,False,53.0,6.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,548.0,59.0,9.288136,6.0,0.055015,True,False,1,1,368.0,20.0,imported_history,imported_history,imported_history,imported_history
2021,2022,DE BONDT Dries,dries-de-bondt,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,176.0,206.0,74.0,,2.378378,13,0.018933,1,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,176.0,206.0,0.0,True,match_within_1,74,74,74,0,0,0,0,5,15,1.0,0.20270270270270271,12.0,5.0,159.0,0.0,0.06818181818181818,0.028409090909090908,0.9034090909090909,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,650.0,67.0,9.701493,4.0,0.065254,True,False,1,1,474.0,-7.0,imported_history,imported_history,imported_history,imported_history
2021,2022,BAYER Tobias,tobias-bayer,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,142.0,91.0,48.0,,2.958333,14,0.015275,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,142.0,91.0,0.0,True,resolved_world_continental_olympic,43,43,40,3,0,1,2,9,8,0.9302325581395349,0.18604651162790697,0.0,55.0,87.0,0.0,0.0,0.3873239436619718,0.6126760563380281,0.0,True,21.13,oneday,step_up,False,43.0,22.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,160.0,66.0,2.424242,14.0,0.016063,True,False,1,0,18.0,18.0,imported_history,imported_history,imported_history,imported_history
2021,2022,TAMINIAUX Lionel,lionel-taminiaux,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,unclassified,118.0,80.0,35.0,,3.371429,15,0.012694,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,118.0,80.0,0.0,True,match_within_1,37,37,33,4,0,0,1,5,6,0.8918918918918919,0.16216216216216217,0.0,0.0,118.0,0.0,0.0,0.0,1.0,0.0,True,24.62,oneday,lateral,False,28.0,42.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,171.0,71.0,2.408451,13.0,0.017167,True,False,1,0,53.0,36.0,imported_history,imported_history,imported_history,imported_history
2021,2022,VAKOČ Petr,petr-vakoc,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,68.0,119.0,71.0,,0.957746,16,0.007315,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,68.0,119.0,0.0,True,resolved_world_continental_olympic,70,70,67,3,0,0,0,4,5,0.9571428571428572,0.07142857142857142,0.0,13.0,55.0,0.0,0.0,0.19117647058823528,0.8088235294117647,0.0,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,VERVAEKE Louis,louis-vervaeke,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,66.0,112.0,49.0,,1.346939,17,0.0071,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,66.0,112.0,0.0,True,match_within_1,49,47,44,3,2,1,1,2,6,0.9361702127659575,0.12244897959183673,12.0,43.0,11.0,0.0,0.18181818181818182,0.6515151515151515,0.16666666666666666,0.0,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,MEISEN Marcel,marcel-meisen,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,50.0,53.0,28.0,,1.785714,18,0.005379,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,50.0,53.0,0.0,True,match_within_1,28,28,26,2,0,0,0,1,3,0.9285714285714286,0.10714285714285714,0.0,40.0,10.0,0.0,0.0,0.8,0.2,0.0,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,DE TIER Floris,floris-de-tier,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,47.0,51.0,63.0,,0.746032,19,0.005056,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,47.0,51.0,0.0,True,match_within_1,63,63,58,4,0,0,0,1,6,0.9206349206349206,0.09523809523809523,0.0,26.0,21.0,0.0,0.0,0.5531914893617021,0.44680851063829785,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,71.0,44.0,1.613636,18.0,0.007128,True,False,0,0,24.0,-19.0,imported_history,imported_history,imported_history,imported_history
2021,2022,PLANCKAERT Edward,edward-planckaert,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,41.0,59.0,50.0,,0.82,20,0.00441,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,41.0,59.0,0.0,True,match_within_1,50,50,46,4,0,1,1,2,6,0.92,0.12,20.0,0.0,16.0,5.0,0.4878048780487805,0.0,0.3902439024390244,0.12195121951219512,True,25.92,oneday,lateral,False,161.0,27.0,True,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,3.0,61.0,0.04918,34.0,0.000301,True,False,0,0,-38.0,11.0,imported_history,imported_history,imported_history,imported_history
2021,2022,RICHARDSON Alexandar,alexandar-richardson,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,33.0,9.0,32.0,,1.03125,21,0.00355,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,33.0,9.0,0.0,True,match_within_1,33,33,29,3,0,0,1,3,2,0.8787878787878788,0.06060606060606061,0.0,3.0,30.0,0.0,0.0,0.09090909090909091,0.9090909090909091,0.0,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,KRIEGER Alexander,alexander-krieger,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,23.0,78.0,59.0,,0.389831,22,0.002474,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,23.0,78.0,0.0,True,match_within_1,59,58,57,1,1,0,0,1,3,0.9827586206896551,0.05084745762711865,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,38.0,56.0,0.678571,24.0,0.003815,True,False,0,0,15.0,-3.0,imported_history,imported_history,imported_history,imported_history
2021,2022,MODOLO Sacha,sacha-modolo,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,20.0,38.0,40.0,,0.5,23,0.002151,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,20.0,38.0,0.0,True,match_within_1,40,40,37,3,0,1,1,3,1,0.925,0.025,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,Bardiani-CSF-Faizanè,bardiani-csf-faizane-2022,bardiani-csf-faizane,PRT,5.0,83.0,0.060241,16.0,0.00291,True,False,0,0,-15.0,43.0,imported_history,imported_history,imported_history,imported_history
2021,2022,DE VREESE Laurens,laurens-de-vreese,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,16.0,10.0,20.0,,0.8,24,0.001721,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,16.0,10.0,0.0,True,match_within_1,21,21,15,6,0,0,0,0,3,0.7142857142857143,0.14285714285714285,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,True,32.26,oneday,step_down,False,3.0,34.0,False,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,JANSSENS Jimmy,jimmy-janssens,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,8.0,45.0,64.0,,0.125,25,0.000861,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,8.0,45.0,0.0,True,match_within_1,64,64,61,3,0,0,0,2,2,0.953125,0.03125,0.0,3.0,5.0,0.0,0.0,0.375,0.625,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,77.0,61.0,1.262295,17.0,0.00773,True,False,0,0,69.0,-3.0,imported_history,imported_history,imported_history,imported_history
2021,2022,VAN DER POEL David,david-van-der-poel,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,8.0,3.0,16.0,,0.5,26,0.000861,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,8.0,3.0,0.0,True,match_within_1,21,21,20,1,0,1,1,8,2,0.9523809523809523,0.09523809523809523,0.0,5.0,3.0,0.0,0.0,0.625,0.375,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,3.0,17.0,0.176471,35.0,0.000301,True,False,0,0,-5.0,1.0,imported_history,imported_history,imported_history,imported_history
2021,2022,LEYSEN Senne,senne-leysen,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,7.0,50.0,68.0,,0.102941,27,0.000753,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,7.0,50.0,0.0,True,match_within_1,68,68,65,3,0,0,0,0,2,0.9558823529411765,0.029411764705882353,0.0,4.0,3.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,6.0,61.0,0.098361,30.0,0.000602,True,False,0,0,-1.0,-7.0,imported_history,imported_history,imported_history,imported_history
2021,2022,VAN KEIRSBULCK Guillaume,guillaume-van-keirsbulck,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,6.0,0.0,0.0,,,28,0.000645,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,6.0,0.0,0.0,True,match_within_1,19,19,11,8,0,0,0,0,2,0.5789473684210527,0.10526315789473684,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,True,29.88,oneday,step_down,False,24.0,36.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,40.0,57.0,0.701754,23.0,0.004016,True,False,0,0,34.0,57.0,imported_history,imported_history,imported_history,imported_history
2021,2022,THWAITES Scott,scott-thwaites,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,5.0,30.0,52.0,,0.096154,29,0.000538,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,5.0,30.0,0.0,True,match_within_1,52,52,47,5,0,0,0,0,1,0.9038461538461539,0.019230769230769232,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,17.0,49.0,0.346939,26.0,0.001707,True,False,0,0,12.0,-3.0,imported_history,imported_history,imported_history,imported_history
2021,2022,DEHAIRS Simon,simon-dehairs,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,3.0,5.0,0.0,,,30,0.000323,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,3.0,5.0,0.0,True,match_within_1,5,5,3,2,0,0,0,0,1,0.6,0.2,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,3.0,0.0,,33.0,0.000301,True,False,0,0,0.0,0.0,imported_history,imported_history,imported_history,imported_history
2021,2022,ANDERSON Edward,edward-anderson,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,7.0,,0.0,31,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,match_within_1,8,8,7,1,0,0,0,0,0,0.875,0.0,0.0,0.0,0.0,0.0,,,,,True,22.71,climber,step_up,False,0.0,13.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,0.0,5.0,0.0,36.0,0.0,True,False,0,0,0.0,-2.0,imported_history,imported_history,imported_history,imported_history
2021,2022,BASTIAENS Ayco,ayco-bastiaens,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,0.0,,,32,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,resolved_other_team_context,8,8,5,3,0,0,0,0,0,0.625,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,0.0,0.0,,37.0,0.0,True,False,0,0,0.0,0.0,imported_history,imported_history,imported_history,imported_history
2021,2022,GAZE Samuel,samuel-gaze,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,0.0,,,33,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,match_within_1,7,7,7,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,8.0,11.0,0.727273,29.0,0.000803,True,False,0,0,8.0,11.0,imported_history,imported_history,imported_history,imported_history
2021,2022,JANS Roy,roy-jans,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,7.0,,0.0,34,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,match_within_1,8,7,4,3,1,0,0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,PETRUŠ Lubomir,lubomir-petrus,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,0.0,,,35,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,resolved_other_team_context,10,10,9,1,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,SWEECK Diether,diether-sweeck,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,0.0,0.0,11.0,,0.0,36,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,match_within_1,6,6,3,3,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,VERGAERDE Otto,otto-vergaerde,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,low_conversion_depth,0.0,20.0,47.0,,0.0,37,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,20.0,0.0,True,match_within_1,48,47,39,6,1,0,0,1,0,0.8297872340425532,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,imported_history,imported_history,imported_history,imported_history
2021,2022,VERMOTE Julien,julien-vermote,Alpecin - Fenix,alpecin-fenix-2021,alpecin-fenix,PRT,inactive_depth,0.0,0.0,0.0,,,38,0.0,0,0,1,9296.0,0.251936,0.62629,0.74021,15,13,7,4,True,0.0,0.0,0.0,True,match_within_1,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,,,,,True,31.44,gc,step_down,False,47.0,50.0,False,Alpecin - Deceuninck,alpecin-deceuninck-2022,alpecin-deceuninck,PRT,15.0,54.0,0.277778,27.0,0.001506,True,False,0,0,15.0,54.0,imported_history,imported_history,imported_history,imported_history
2021,2022,RESTREPO Jhonatan,jhonatan-restrepo,Androni Giocattoli - Sidermec,androni-giocattoli-sidermec-2021,androni-giocattoli-sidermec,PRT,banker,341.0,242.0,50.0,,6.82,1,0.168979,1,1,8,2018.0,0.168979,0.431616,0.569872,10,3,3,0,True,341.0,242.0,0.0,True,match_within_1,50,50,48,2,0,2,7,27,13,0.96,0.26,25.0,110.0,206.0,0.0,0.07331378299120235,0.3225806451612903,0.6041055718475073,0.0,,,,,,,,,Drone Hopper - Androni Giocattoli,drone-hopper-androni-giocattoli-2022,drone-hopper-androni-giocattoli,PRT,33.0,32.0,1.03125,10.0,0.019643,True,False,0,0,-308.0,-18.0,imported_history,imported_history,imported_history,imported_history
2021,2022,SEPÚLVEDA Eduardo,eduardo-sepulveda,Androni Giocattoli - Sidermec,androni-giocattoli-sidermec-2021,androni-giocattoli-sidermec,PRT,unclassified,275.0,217.0,66.0,,4.166667,2,0.136274,1,1,8,2018.0,0.168979,0.431616,0.569872,10,3,3,0,True,275.0,217.0,0.0,True,match_within_1,66,66,63,3,0,0,3,9,10,0.9545454545454546,0.15151515151515152,8.0,244.0,23.0,0.0,0.02909090909090909,0.8872727272727273,0.08363636363636363,0.0,True,29.56,gc,step_down,False,23.0,46.0,False,Drone Hopper - Androni Giocattoli,drone-hopper-androni-giocattoli-2022,drone-hopper-androni-giocattoli,PRT,285.0,77.0,3.701299,2.0,0.169643,True,False,1,1,10.0,11.0,imported_history,imported_history,imported_history,imported_history
